type,name,iso_country,iata_code
large_airport,Brisbane International Airport,AU,BNE
large_airport,Melbourne International Airport,AU,MEL
large_airport,Yantai Penglai International Airport,CN,YNT
large_airport,Adelaide International Airport,AU,ADL
large_airport,Perth International Airport,AU,PER
large_airport,Canberra International Airport,AU,CBR
large_airport,Sydney Kingsford Smith International Airport,AU,SYD
large_airport,Beijing Capital International Airport,CN,PEK
large_airport,Beijing Daxing International Airport,CN,PKX
large_airport,Baita International Airport,CN,HET
large_airport,Beijing Nanyuan Airport,CN,NAY
large_airport,Tianjin Binhai International Airport,CN,TSN
large_airport,Taiyuan Wusu Airport,CN,TYN
large_airport,Guangzhou Baiyun International Airport,CN,CAN
large_airport,Changsha Huanghua International Airport,CN,CSX
large_airport,Guilin Liangjiang International Airport,CN,KWL
large_airport,Nanning Wuxu Airport,CN,NNG
large_airport,Shenzhen Bao'an International Airport,CN,SZX
large_airport,Zhengzhou Xinzheng International Airport,CN,CGO
large_airport,Wuhan Tianhe International Airport,CN,WUH
large_airport,Haikou Meilan International Airport,CN,HAK
large_airport,Sanya Phoenix International Airport,CN,SYX
large_airport,Xi'an Xianyang International Airport,CN,XIY
large_airport,Ulaanbaatar International Airport,MN,UBN
large_airport,Buyant-Ukhaa International Airport,MN,ULN
large_airport,Kunming Changshui International Airport,CN,KMG
large_airport,Xiamen Gaoqi International Airport,CN,XMN
large_airport,Fuzhou Changle International Airport,CN,FOC
large_airport,Hangzhou Xiaoshan International Airport,CN,HGH
large_airport,Yaoqiang Airport,CN,TNA
large_airport,Ningbo Lishe International Airport,CN,NGB
large_airport,Nanjing Lukou Airport,CN,NKG
large_airport,Shanghai Pudong International Airport,CN,PVG
large_airport,Shanghai Hongqiao International Airport,CN,SHA
large_airport,Wenzhou Longwan International Airport,CN,WNZ
large_airport,Chongqing Jiangbei International Airport,CN,CKG
large_airport,Longdongbao Airport,CN,KWE
large_airport,Chengdu Shuangliu International Airport,CN,CTU
large_airport,ÃrÃ¼mqi Diwopu International Airport,CN,URC
large_airport,Taiping Airport,CN,HRB
large_airport,Zhoushuizi Airport,CN,DLC
large_airport,Taoxian Airport,CN,SHE
